"code_region","departement","hopital","nature","service","etat","autre_precisez","annee_etat","date_etat","date_fin","effectif_total","postes_vacants","site_acquereur","local_devenu","description_victoire","commentaire","destination","nature_destination","prestataire","nb_lits_fermes","transforme_en","ght","ghi","region","id","geom"
"ARA","26","Die – 26","public","chirurgie de nuit","réouvert",NULL,2009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Rhône Vercors Vivarais",NULL,"AUVERGNE RHÔNE-ALPES",1678,"0101000020E6100000B678FA8D827C1540482FCB68AE604640"
"ARA","26","GHPP Montélimar - 26","public","bloc opératoire","interrompu",NULL,2021,"2021-09-01",NULL,NULL,NULL,NULL,NULL,NULL,"Fermeture temporaire des blocs opératoires en septembre 2021",NULL,NULL,NULL,NULL,NULL,"GHT Sud Drôme Ardèche","GHPP","AUVERGNE RHÔNE-ALPES",2293,"0101000020E61000003D98490459ED1240E616B4964F474640"
"ARA","26","HL du Jonchier Buis-les-Baronnies - 26 ","public","soins de suite et rééducation","fermé",NULL,2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Sud Drôme Ardèche",NULL,"AUVERGNE RHÔNE-ALPES",213,"0101000020E61000006BD8D067E8151540C82CADB97E234640"
"ARA","26","HL du Jonchier Buis-les-Baronnies - 26 ","public","soins de suite lourds","menacé",NULL,2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Sud Drôme Ardèche",NULL,"AUVERGNE RHÔNE-ALPES",575,"0101000020E61000006BD8D067E8151540C82CADB97E234640"
"ARA","26","HL du Jonchier Buis-les-Baronnies - 26 ","public","EHPAD","fermé",NULL,2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Sud Drôme Ardèche",NULL,"AUVERGNE RHÔNE-ALPES",212,"0101000020E61000006BD8D067E8151540C82CADB97E234640"
"ARA","38","CH La Mure - 38","public","maternité","fermé",NULL,1995,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Alpes-Dauphiné",NULL,"AUVERGNE RHÔNE-ALPES",2350,"0101000020E61000001159098E502E17407ACC50EECD734640"
"ARA","38","CH La Mure - 38","public","urgences de nuit","menacé",NULL,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Alpes-Dauphiné",NULL,"AUVERGNE RHÔNE-ALPES",2354,"0101000020E61000001159098E502E17407ACC50EECD734640"
"ARA","38","CH La Mure - 38","public","soins de suite et rééducation","interrompu",NULL,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Alpes-Dauphiné",NULL,"AUVERGNE RHÔNE-ALPES",2353,"0101000020E61000001159098E502E17407ACC50EECD734640"
"ARA","38","CH La Mure - 38","public","bloc opératoire","fermé",NULL,2004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Alpes-Dauphiné",NULL,"AUVERGNE RHÔNE-ALPES",2352,"0101000020E61000001159098E502E17407ACC50EECD734640"
"ARA","38","CH La Mure - 38","public","chirurgie","fermé",NULL,2004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Alpes-Dauphiné",NULL,"AUVERGNE RHÔNE-ALPES",2351,"0101000020E61000001159098E502E17407ACC50EECD734640"
"ARA","38","CH L. Hussel Vienne - 38","public","pédiatrie","réduit (lits fermés)",NULL,2021,"2021-11-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Rhône Sud-Isère",NULL,"AUVERGNE RHÔNE-ALPES",2357,"0101000020E6100000B70048CFD4851340F3D8503B4DC44640"
"ARA","38","CH L. Hussel Vienne - 38","public","médecine","réduit (lits fermés)",NULL,2021,"2021-11-01",NULL,NULL,NULL,NULL,NULL,NULL,"Réduction médecine, chirurgie et pédiatrie (25 lits) novembre 2021",NULL,NULL,NULL,NULL,NULL,"GHT Rhône Sud-Isère",NULL,"AUVERGNE RHÔNE-ALPES",2355,"0101000020E6100000B70048CFD4851340F3D8503B4DC44640"
"ARA","38","CH L. Hussel Vienne - 38","public","chirurgie","réduit (lits fermés)",NULL,2021,"2021-11-01",NULL,NULL,NULL,NULL,NULL,NULL,"Réduction médecine, chirurgie et pédiatrie (25 lits) novembre 2021",NULL,NULL,NULL,NULL,NULL,"GHT Rhône Sud-Isère",NULL,"AUVERGNE RHÔNE-ALPES",2356,"0101000020E6100000B70048CFD4851340F3D8503B4DC44640"
"ARA","38","CH M. Perret Tullins - 38","public","chirurgie","fermé",NULL,1987,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Alpes-Dauphiné",NULL,"AUVERGNE RHÔNE-ALPES",122,"0101000020E6100000C3E379FA8EF4154023607C5AC3A64640"
"ARA","38","CHUGA Nord La Tronche Grenoble - 38","public","réanimation","réduit (lits fermés)","à vérifier",2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"fermetures de 33 lits de Réanimation et 37 lits de soins critiques 2021 ?",NULL,NULL,NULL,"33",NULL,"GHT Alpes-Dauphiné","CHUGA Grenoble Alpes","AUVERGNE RHÔNE-ALPES",2342,"0101000020E61000001F2DA9DB51FC1640A6CBA5AC96994640"
"ARA","38","CHUGA Nord La Tronche Grenoble - 38","public","urgences","réduit (lits fermés)",NULL,2020,"2020-01-01",NULL,NULL,NULL,NULL,NULL,NULL,"Réduction urgences (10 lits de courte durée) janvier 2020",NULL,NULL,NULL,NULL,NULL,"GHT Alpes-Dauphiné","CHUGA Grenoble Alpes","AUVERGNE RHÔNE-ALPES",2341,"0101000020E61000001F2DA9DB51FC1640A6CBA5AC96994640"
"ARA","38","CHUGA Nord La Tronche Grenoble - 38","public","soins critiques","réduit (lits fermés)","à vérifier",2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"fermetures de 33 lits de Réanimation et 37 lits de soins critiques 2021 ?",NULL,NULL,NULL,NULL,NULL,"GHT Alpes-Dauphiné","CHUGA Grenoble Alpes","AUVERGNE RHÔNE-ALPES",2343,"0101000020E61000001F2DA9DB51FC1640A6CBA5AC96994640"
"ARA","38","CHUGA Sud Échirolles Grenoble - 38","public","bloc opératoire","menacé",NULL,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Menace des 4 blocs opératoires du site sud (Échirolles) 2015",NULL,NULL,NULL,NULL,NULL,"GHT Alpes-Dauphiné","CHUGA Grenoble Alpes","AUVERGNE RHÔNE-ALPES",2345,"0101000020E61000009698653898ED164058B71D5DFB924640"
"ARA","38","CHUGA Sud Échirolles Grenoble - 38","public","urgences","menacé",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Risques du service d'urgences et services d'hospitalisation filière orthopédie/traumatologie après 2021",NULL,NULL,NULL,NULL,NULL,"GHT Alpes-Dauphiné","CHUGA Grenoble Alpes","AUVERGNE RHÔNE-ALPES",2347,"0101000020E61000009698653898ED164058B71D5DFB924640"
"ARA","38","CHUGA Sud Échirolles Grenoble - 38","public","hospitalisation filière orthopédie/traumatologie","menacé",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"hospitalisation filière orthopédie/traumatologie",NULL,NULL,NULL,NULL,NULL,"GHT Alpes-Dauphiné","CHUGA Grenoble Alpes","AUVERGNE RHÔNE-ALPES",2348,"0101000020E61000009698653898ED164058B71D5DFB924640"
"ARA","38","CHUGA Sud Échirolles Grenoble - 38","public","maternité","fermé",NULL,2003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Alpes-Dauphiné","CHUGA Grenoble Alpes","AUVERGNE RHÔNE-ALPES",2344,"0101000020E61000009698653898ED164058B71D5DFB924640"
"ARA","38","CHUGA Sud Échirolles Grenoble - 38","public","bloc opératoire","menacé",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Menace des 4 blocs 2021",NULL,NULL,NULL,NULL,NULL,"GHT Alpes-Dauphiné","CHUGA Grenoble Alpes","AUVERGNE RHÔNE-ALPES",2346,"0101000020E61000009698653898ED164058B71D5DFB924640"
"ARA","38","CHUGA Sud Échirolles Grenoble - 38","public","bloc opératoire","maintenu",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,"2021 pétition réussie pour sauver les 4 blocs",NULL,NULL,NULL,NULL,NULL,NULL,"GHT Alpes-Dauphiné","CHUGA Grenoble Alpes","AUVERGNE RHÔNE-ALPES",2349,"0101000020E61000009698653898ED164058B71D5DFB924640"
"ARA","38","CHUGA Voiron - 38","public","SMUR","interrompu",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SMUR fermé plusieurs fois en été 2021",NULL,NULL,NULL,NULL,NULL,"GHT Alpes-Dauphiné","CHU Grenoble Alpes","AUVERGNE RHÔNE-ALPES",119,"0101000020E6100000CE7B6ACA53601640B325746F37AF4640"
"ARA","38","CHUGA Voiron - 38","public","urgences","interrompu",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Interruptions des urgences fin 2021-début 2022",NULL,NULL,NULL,NULL,NULL,"GHT Alpes-Dauphiné","CHU Grenoble Alpes","AUVERGNE RHÔNE-ALPES",121,"0101000020E6100000CE7B6ACA53601640B325746F37AF4640"
"ARA","38","CHUGA Voiron - 38","public","SMUR","interrompu",NULL,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Alpes-Dauphiné","CHU Grenoble Alpes","AUVERGNE RHÔNE-ALPES",118,"0101000020E6100000CE7B6ACA53601640B325746F37AF4640"
"ARA","38","CHUGA Voiron - 38","public","SMUR de nuit","fermé",NULL,2021,"2021-11-01",NULL,NULL,NULL,NULL,NULL,NULL,"Fermeture SMUR de nuit novembre 2021",NULL,NULL,NULL,NULL,NULL,"GHT Alpes-Dauphiné","CHU Grenoble Alpes","AUVERGNE RHÔNE-ALPES",120,"0101000020E6100000CE7B6ACA53601640B325746F37AF4640"
"ARA","38","CH Y. Touraine Pont-de-Beauvoisin - 38","public","maternité","fermé",NULL,2003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Nord-Dauphiné",NULL,"AUVERGNE RHÔNE-ALPES",1739,"0101000020E61000009181A21850A816404D729462FAC44640"
"ARA","38","CH Y. Touraine Pont-de-Beauvoisin - 38","public","radiologie","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Nord-Dauphiné",NULL,"AUVERGNE RHÔNE-ALPES",1745,"0101000020E61000009181A21850A816404D729462FAC44640"
"ARA","38","CH Y. Touraine Pont-de-Beauvoisin - 38","public","médecine","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Nord-Dauphiné",NULL,"AUVERGNE RHÔNE-ALPES",1744,"0101000020E61000009181A21850A816404D729462FAC44640"
"ARA","38","CH Y. Touraine Pont-de-Beauvoisin - 38","public","réadaptation","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Nord-Dauphiné",NULL,"AUVERGNE RHÔNE-ALPES",1743,"0101000020E61000009181A21850A816404D729462FAC44640"
"ARA","38","CH Y. Touraine Pont-de-Beauvoisin - 38","public","urgences","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Nord-Dauphiné",NULL,"AUVERGNE RHÔNE-ALPES",1742,"0101000020E61000009181A21850A816404D729462FAC44640"
"ARA","38","CH Y. Touraine Pont-de-Beauvoisin - 38","public","chirurgie orthopédique","fermé",NULL,2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Nord-Dauphiné",NULL,"AUVERGNE RHÔNE-ALPES",1741,"0101000020E61000009181A21850A816404D729462FAC44640"
"ARA","38","CH Y. Touraine Pont-de-Beauvoisin - 38","public","chirurgie viscérale","fermé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Nord-Dauphiné",NULL,"AUVERGNE RHÔNE-ALPES",1740,"0101000020E61000009181A21850A816404D729462FAC44640"
"ARA","38","Clinique Belledonne Grenoble - 38","privé","chirurgie cardiaque","fermé",NULL,2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AUVERGNE RHÔNE-ALPES",2312,"0101000020E6100000B1A6976E880A1740A8866109DC974640"
"ARA","38","HL La-Tour-du-Pin - 38","public","soins de suite et rééducation","interrompu","à vérifier (dates)",NULL,"2019-07-01","2020-04-30",NULL,NULL,NULL,NULL,NULL,"Fermeture estivale SSR été 2019 – avril 2020",NULL,NULL,NULL,NULL,NULL,"GHT Nord-Dauphiné",NULL,"AUVERGNE RHÔNE-ALPES",2375,"0101000020E61000007029AC1160CB1540E27082BA02C94640"
"ARA","42","CH du Giers Saint Chamond - 42","public","urgences","interrompu",NULL,2021,"2021-07-01","2021-08-31",NULL,NULL,NULL,NULL,NULL,"Interruption urgences été 2021",NULL,NULL,NULL,NULL,NULL,"GHT de la Loire",NULL,"AUVERGNE RHÔNE-ALPES",220,"0101000020E6100000AF884DE6E30F1240AA86FC30E8BC4640"
"ARA","42","CH du Giers Saint Chamond - 42","public","urgences","réduit (autre)",NULL,2021,"2021-11-01","2021-12-31",NULL,NULL,NULL,NULL,NULL,"Réduction des urgences novembre-décembre 2021",NULL,NULL,NULL,NULL,NULL,"GHT de la Loire",NULL,"AUVERGNE RHÔNE-ALPES",221,"0101000020E6100000AF884DE6E30F1240AA86FC30E8BC4640"
"ARA","42","CH du Giers Saint Chamond - 42","public","maternité","menacé",NULL,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT de la Loire",NULL,"AUVERGNE RHÔNE-ALPES",578,"0101000020E6100000AF884DE6E30F1240AA86FC30E8BC4640"
"ARA","42","CH du Giers Saint Chamond - 42","public","réanimation","menacé",NULL,2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT de la Loire",NULL,"AUVERGNE RHÔNE-ALPES",577,"0101000020E6100000AF884DE6E30F1240AA86FC30E8BC4640"
"ARA","42","CHF Feurs - 42","public","accueil nuit profonde","menacé",NULL,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",2370,"0101000020E6100000111DB7B4DFE210407AE0C16C7FDF4640"
"ARA","42","CHF Feurs - 42","public","chimiothérapie","fermé",NULL,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",2362,"0101000020E6100000111DB7B4DFE210407AE0C16C7FDF4640"
"ARA","42","CHF Feurs - 42","public","ligne de garde","menacé",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Risque de fermeture de la ligne de garde de minuit à 6h (voire à partir de 20h), ne conservant que la ligne de garde du SMUR 2021",NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",2371,"0101000020E6100000111DB7B4DFE210407AE0C16C7FDF4640"
"ARA","42","CHF Feurs - 42","public","maternité","fermé",NULL,2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",2358,"0101000020E6100000111DB7B4DFE210407AE0C16C7FDF4640"
"ARA","42","CHF Feurs - 42","public","bloc opératoire","fermé",NULL,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",2361,"0101000020E6100000111DB7B4DFE210407AE0C16C7FDF4640"
"ARA","42","CHF Feurs - 42","public","unité de soins périnatal","fermé",NULL,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",2364,"0101000020E6100000111DB7B4DFE210407AE0C16C7FDF4640"
"ARA","42","CHF Feurs - 42","public","chirurgie","fermé",NULL,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",2360,"0101000020E6100000111DB7B4DFE210407AE0C16C7FDF4640"
"ARA","42","CHF Feurs - 42","public","urgences","interrompu",NULL,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Interruptions des Urgences 2022",NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",2814,"0101000020E6100000111DB7B4DFE210407AE0C16C7FDF4640"
"ARA","42","CHF Feurs - 42","public","stérilisation","sous-traité",NULL,2017,"2017-05-01",NULL,NULL,NULL,NULL,NULL,NULL,"Stérilisation externalisée mai 2017",NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",2363,"0101000020E6100000111DB7B4DFE210407AE0C16C7FDF4640"
"ARA","42","CHF Feurs - 42","public","SMUR de nuit","menacé","2015",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",2366,"0101000020E6100000111DB7B4DFE210407AE0C16C7FDF4640"
"ARA","42","CHF Feurs - 42","public","psychiatrie","fermé",NULL,2009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",2359,"0101000020E6100000111DB7B4DFE210407AE0C16C7FDF4640"
"ARA","42","CHF Feurs - 42","public","biologie","menacé","2015",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",2367,"0101000020E6100000111DB7B4DFE210407AE0C16C7FDF4640"
"ARA","42","CHF Feurs - 42","public","cardiologie","fermé",NULL,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",2365,"0101000020E6100000111DB7B4DFE210407AE0C16C7FDF4640"
"ARA","42","CHF Feurs - 42","public","urgences","menacé",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Progressivement, risque de fermeture des urgences de jour et diminution de l’offre de soins et risque de fermeture de l’UHCD : Unité d’Hospitalisation de Courte Durée 2021",NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",2372,"0101000020E6100000111DB7B4DFE210407AE0C16C7FDF4640"
"ARA","42","CHF Feurs - 42","public","urgences","menacé",NULL,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Menaces Urgences et SMUR et Accueil nuit profonde 2018",NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",2368,"0101000020E6100000111DB7B4DFE210407AE0C16C7FDF4640"
"ARA","42","CHF Feurs - 42","public","SMUR","menacé",NULL,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Menaces Urgences et SMUR et Accueil nuit profonde 2018",NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",2369,"0101000020E6100000111DB7B4DFE210407AE0C16C7FDF4640"
"ARA","42","CHF Feurs - 42","public","hospitalisation de courte durée","menacé",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Progressivement, risque de fermeture des urgences de jour et diminution de l’offre de soins et risque de fermeture de l’UHCD : Unité d’Hospitalisation de Courte Durée 2021",NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",2373,"0101000020E6100000111DB7B4DFE210407AE0C16C7FDF4640"
"ARA","42","CHF Montbrison - 42","public","maternité","menacé",NULL,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",572,"0101000020E6100000FEC8DF07D43210407905F44C83CE4640"
"ARA","42","CHF Montbrison - 42","public","réanimation","fermé",NULL,2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",208,"0101000020E6100000FEC8DF07D43210407905F44C83CE4640"
"ARA","42","CHF Montbrison - 42","public","pédiatrie","menacé",NULL,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",571,"0101000020E6100000FEC8DF07D43210407905F44C83CE4640"
"ARA","42","CHF Montbrison - 42","public","EHPAD","menacé",NULL,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",573,"0101000020E6100000FEC8DF07D43210407905F44C83CE4640"
"ARA","42","CHF Montbrison - 42","public","chirurgie","réduit (lits fermés)",NULL,2016,"2016-06-01",NULL,NULL,NULL,NULL,NULL,NULL,"Réduction chirurgie (20 lits sur 50) juin 2016",NULL,NULL,NULL,"20",NULL,"GHT de la Loire","CHF Forez","AUVERGNE RHÔNE-ALPES",209,"0101000020E6100000FEC8DF07D43210407905F44C83CE4640"
"ARA","42","CH Le Corbusier Firminy - 42","public","urgences de nuit","fermé",NULL,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT de la Loire",NULL,"AUVERGNE RHÔNE-ALPES",219,"0101000020E61000002989F3BA60291140ACD56B6BA8B14640"
"ARA","42","CH Roanne - 42","public","soins de suite et rééducation","fermé",NULL,2019,"2019-06-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"19",NULL,"GHT de la Loire",NULL,"AUVERGNE RHÔNE-ALPES",268,"0101000020E6100000B62E132753501040575DD9F878054740"
"ARA","42","CHU Nord Saint-Étienne - 42","public","cancérologie","menacé",NULL,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Grave crise en cancérologie, nombreux départs vers le privé 2022",NULL,NULL,NULL,NULL,NULL,"GHT de la Loire",NULL,"AUVERGNE RHÔNE-ALPES",2515,"0101000020E6100000876B34B91B731140B8357E7DA3BD4640"
"ARA","42","CM La Roseraie Montfaucon - 42",NULL,"réadaptation cardiaque","fermé",NULL,2020,"2020-08-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AUVERGNE RHÔNE-ALPES",370,"0101000020E61000009DB05558ACFAF83FD6F0C0421A584640"
"ARA","42","HL F. Merlin Saint-Just-la-Pendue – 42","public","soins de suite et rééducation","menacé",NULL,NULL,"2015-01-01","2020-12-31",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT de la Loire",NULL,"AUVERGNE RHÔNE-ALPES",2374,"0101000020E61000003FE1E344FFF410408ECC1C240BF24640"
"ARA","43","CH Brioude - 43","public","chirurgie","menacé",NULL,2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Haute Loire",NULL,"AUVERGNE RHÔNE-ALPES",335,"0101000020E610000006157CB378100B405A6485F6FFA54640"
"ARA","43","CH Brioude - 43","public","soins longue durée","réduit (autre)",NULL,2009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Haute Loire",NULL,"AUVERGNE RHÔNE-ALPES",333,"0101000020E610000006157CB378100B405A6485F6FFA54640"
"ARA","43","CH Brioude - 43","public","maternité","fermé",NULL,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Haute Loire",NULL,"AUVERGNE RHÔNE-ALPES",332,"0101000020E610000006157CB378100B405A6485F6FFA54640"
"ARA","43","CH Brioude - 43","public","chirurgie","menacé",NULL,2010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Haute Loire",NULL,"AUVERGNE RHÔNE-ALPES",334,"0101000020E610000006157CB378100B405A6485F6FFA54640"
"ARA","63","CH Ambert - 63","public","chirurgie de nuit et week-end","fermé",NULL,2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Allier",NULL,"AUVERGNE RHÔNE-ALPES",1974,"0101000020E61000006CBD14FF6DED0D40EEF9BCBDBDC64640"
"ARA","63","CH Ambert - 63","public","psychiatrie","fermé",NULL,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Allier",NULL,"AUVERGNE RHÔNE-ALPES",1975,"0101000020E61000006CBD14FF6DED0D40EEF9BCBDBDC64640"
"ARA","63","CH Ambert - 63","public","SMUR","menacé",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SMUR et Urgences 2021",NULL,NULL,NULL,NULL,NULL,"GHT Allier",NULL,"AUVERGNE RHÔNE-ALPES",1981,"0101000020E61000006CBD14FF6DED0D40EEF9BCBDBDC64640"
"ARA","63","CH Ambert - 63","public","SMUR","maintenu",NULL,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Allier",NULL,"AUVERGNE RHÔNE-ALPES",1982,"0101000020E61000006CBD14FF6DED0D40EEF9BCBDBDC64640"
"ARA","63","CH Ambert - 63","public","SMUR","maintenu",NULL,2021,"2021-11-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Allier",NULL,"AUVERGNE RHÔNE-ALPES",1983,"0101000020E61000006CBD14FF6DED0D40EEF9BCBDBDC64640"
"ARA","63","CH Ambert - 63","public","SMUR","menacé",NULL,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Allier",NULL,"AUVERGNE RHÔNE-ALPES",1979,"0101000020E61000006CBD14FF6DED0D40EEF9BCBDBDC64640"
"ARA","63","CH Ambert - 63","public","urgences","maintenu",NULL,2021,"2021-11-01",NULL,NULL,NULL,NULL,NULL,"Maintien du SMUR et des Urgences avec appui CHU de Clermont-Ferrand Novembre 2021",NULL,NULL,NULL,NULL,NULL,NULL,"GHT Allier",NULL,"AUVERGNE RHÔNE-ALPES",1984,"0101000020E61000006CBD14FF6DED0D40EEF9BCBDBDC64640"
